timestamp,epoch,elapsed_s,tag,combustion_count,combustion_rss_kb,combustion_vsz_kb,combustion_pcpu_sum,combustion_pmem_sum,mpi_count,mpi_rss_kb,mpi_vsz_kb,mpi_pcpu_sum,mpi_pmem_sum,mem_total_kb,mem_available_kb,mem_used_pct,load1,load5,load15
2026-07-02T17:19:51+02:00,1783005591,2479,heartbeat,256,1980390320,2165241632,25463.40,25.70,1,20240,470180,0.00,0.00,4215003640,2362062320,43.96,256.00,255.99,238.28
2026-07-02T17:24:46+02:00,1783005886,2774,heartbeat,256,2077669464,2262446016,25473.80,28.70,1,20240,470180,0.00,0.00,4215003640,2264644512,46.27,256.48,256.10,243.15
2026-07-02T17:29:46+02:00,1783006186,3074,heartbeat,256,2175580560,2360294244,25487.50,31.00,1,20240,470180,0.00,0.00,4215003640,2166743584,48.59,256.09,256.06,246.72
2026-07-02T17:34:49+02:00,1783006489,3377,heartbeat,256,2267794236,2452443836,25489.30,51.00,1,20240,470180,0.00,0.00,4215003640,2074365692,50.79,256.05,256.04,249.30
2026-07-02T17:38:35+02:00,1783006715,3603,periodic,256,2402459376,2587045056,25498.60,51.10,1,20240,470180,0.00,0.00,4215003640,1939816692,53.98,256.00,256.02,250.79
2026-07-02T17:39:44+02:00,1783006784,3672,heartbeat,256,2437444252,2622024504,25495.00,51.10,1,20240,470180,0.00,0.00,4215003640,1904347488,54.82,256.00,256.01,251.14
2026-07-02T17:44:49+02:00,1783007089,3977,heartbeat,256,2550044384,2734573948,25504.70,51.10,1,20240,470180,0.00,0.00,4215003640,1791540668,57.50,256.01,256.02,252.52
2026-07-02T17:49:43+02:00,1783007383,4271,heartbeat,256,2647430064,2831916772,25513.40,51.10,1,20240,470180,0.00,0.00,4215003640,1694020496,59.81,256.16,256.04,253.50
2026-07-02T17:54:40+02:00,1783007680,4568,heartbeat,256,2733902380,2918356284,25514.10,51.20,1,20240,470180,0.00,0.00,4215003640,1607419940,61.86,256.01,256.02,254.20
2026-07-02T17:58:35+02:00,1783007915,4803,periodic,256,2805178292,2989609320,25519.10,51.20,1,20240,470180,0.00,0.00,4215003640,1536180860,63.55,256.01,256.03,254.63
2026-07-02T17:59:46+02:00,1783007986,4874,heartbeat,256,2825841548,3010265856,25519.10,51.30,1,20240,470180,0.00,0.00,4215003640,1515444428,64.05,256.08,256.04,254.74
2026-07-02T18:04:46+02:00,1783008286,5174,heartbeat,256,2941622404,3125991844,25521.80,54.20,1,20240,470180,0.00,0.00,4215003640,1399369740,66.80,256.08,256.02,255.11
2026-07-02T18:09:44+02:00,1783008584,5472,heartbeat,256,3027515312,3211859756,25524.60,54.20,1,20240,470180,0.00,0.00,4215003640,1313335524,68.84,256.01,256.02,255.37
2026-07-02T18:14:54+02:00,1783008894,5782,heartbeat,256,3121366656,3305682544,25527.50,54.30,1,20240,470180,0.00,0.00,4215003640,1219343928,71.07,256.00,256.00,255.56
2026-07-02T18:18:36+02:00,1783009116,6004,periodic,256,3191528708,3375822588,25529.40,54.30,1,20240,470180,0.00,0.00,4215003640,1149190008,72.74,256.00,256.00,255.66
2026-07-02T18:19:42+02:00,1783009182,6070,heartbeat,256,3204559984,3388852944,25534.60,54.30,1,20240,470180,0.00,0.00,4215003640,1135989400,73.05,256.11,256.03,255.70
2026-07-02T18:24:47+02:00,1783009487,6375,heartbeat,256,3306958216,3491222712,25537.90,72.60,1,20240,470180,0.00,0.00,4215003640,1033463620,75.48,256.24,256.09,255.83
2026-07-02T18:29:43+02:00,1783009783,6671,heartbeat,256,3391221904,3575462688,25540.40,76.70,1,20240,470180,0.00,0.00,4215003640,948982352,77.49,256.13,256.06,255.90
2026-07-02T18:34:50+02:00,1783010090,6978,heartbeat,256,3474230996,3658416996,25541.80,76.70,1,20240,470180,0.00,0.00,4215003640,865846544,79.46,256.22,256.07,255.95
2026-07-02T18:38:37+02:00,1783010317,7205,periodic,256,3530747648,3714887592,25543.40,76.70,1,20240,470180,0.00,0.00,4215003640,809399864,80.80,256.00,256.03,255.98
2026-07-02T18:39:47+02:00,1783010387,7275,heartbeat,256,3547547084,3731673680,25542.70,76.70,1,20240,470180,0.00,0.00,4215003640,792415244,81.20,256.03,256.03,255.99
2026-07-02T18:44:43+02:00,1783010683,7571,heartbeat,256,3617315616,3801384860,25545.30,76.70,1,20240,470180,0.00,0.00,4215003640,722583628,82.86,256.08,256.03,256.01
2026-07-02T18:49:48+02:00,1783010988,7876,heartbeat,256,3649176948,3833221692,25545.60,76.70,1,20240,470180,0.00,0.00,4215003640,690617216,83.62,256.08,256.04,256.01
2026-07-02T18:54:45+02:00,1783011285,8173,heartbeat,256,3738366748,3922372360,25545.80,76.80,1,20240,470180,0.00,0.00,4215003640,601325628,85.73,256.11,256.05,256.01
2026-07-02T18:58:37+02:00,1783011517,8405,periodic,256,3794269420,3978239664,25546.30,78.40,1,20240,470180,0.00,0.00,4215003640,545536960,87.06,256.05,256.06,256.01
2026-07-02T18:59:48+02:00,1783011588,8476,heartbeat,256,3810309136,3994271028,25546.50,79.20,1,20240,470180,0.00,0.00,4215003640,529263692,87.44,256.01,256.04,256.00
2026-07-02T19:04:43+02:00,1783011883,8771,heartbeat,256,3849752224,4033691888,25546.50,79.90,1,20240,470180,0.00,0.00,4215003640,489742780,88.38,256.00,256.02,256.00
2026-07-02T19:09:46+02:00,1783012186,9074,heartbeat,256,3939052852,4122964636,25547.00,79.90,1,20240,470180,0.00,0.00,4215003640,400356092,90.50,256.08,256.02,256.01
2026-07-02T19:14:53+02:00,1783012493,9381,heartbeat,256,4023564700,4207431908,25548.10,79.90,1,20240,470180,0.00,0.00,4215003640,315505960,92.51,256.00,256.00,256.00
2026-07-02T19:18:38+02:00,1783012718,9606,periodic,256,4057643756,4241492740,25547.60,79.90,1,20240,470180,0.00,0.00,4215003640,281045996,93.33,256.08,256.06,256.02
2026-07-02T19:19:44+02:00,1783012784,9672,heartbeat,256,4078012800,4261856424,25548.00,79.90,1,20240,470180,0.00,0.00,4215003640,260214116,93.83,256.09,256.06,256.02
2026-07-02T19:24:44+02:00,1783013084,9972,heartbeat,256,4164871328,4348688696,25547.60,79.90,1,20240,470180,0.00,0.00,4215003640,174259668,95.87,257.06,256.40,256.14
2026-07-02T19:29:49+02:00,1783013389,10277,heartbeat,256,4195762724,4381394836,25544.80,79.90,1,17936,470180,0.00,0.00,4215003640,143409592,96.60,257.24,256.94,256.46
2026-07-02T19:34:54+02:00,1783013694,10582,heartbeat,256,4348929732,4542570028,25542.10,80.40,1,6624,470180,0.00,0.00,4215003640,3302782,99.92,257.73,257.38,256.78
2026-07-02T19:38:06+02:00,1783013886,10774,completed,0,0,0,0.00,0.00,0,0,0,0.00,0.00,4215003640,4197971608,0.40,157.02,236.95,250.60
