file,machine,np_requested,np_effective,loop,ffi,status,real_seconds,elapsed_max,family_sum,log,memory_csv
dd6.plcr,iulia,256,256,1,0,FAIL:137,10677.2,0,0,/raid/homespace/marpedicini/PELCR-anthropic/PELCR/LOGS/dd6-iulia-np256-oversub-timeout20000-20260702/dd6-np256-loop1.out,/raid/homespace/marpedicini/PELCR-anthropic/PELCR/LOGS/dd6-iulia-np256-oversub-timeout20000-20260702/memory-dd6-np256.csv
