file,machine,np_requested,np_effective,loop,ffi,status,real_seconds,elapsed_max,family_sum,log
dd5.plcr,iulia,256,256,1,0,OK,145.83,120,134,/raid/homespace/marpedicini/PELCR-anthropic/PELCR/LOGS/dd5-iulia-np256-oversub-timeout300-20260630/dd5-np256-loop1.out
