# wall_epoch time rank loops bip2 bip3 fires ones nofires graph_nodes nhot fra_hot pending_actions graph_edges local_pending incoming_pending outgoing_pending global_physical_msgs nTickSend nFullSend
1777656211 0.166667 1 0 4800 1910 1438 270 202 903 5 5 4 953 7 4 13 286 280 6
1777656211 0.166667 1 0 4950 1940 1468 270 202 1006 440 440 439 1023 25 439 58 297 291 6
1777656211 0.166667 1 0 5100 2014 1538 274 202 1019 290 290 289 1015 90 289 139 304 298 6
1777656211 0.166667 1 0 5250 2040 1564 274 202 1024 140 140 139 1077 129 139 149 310 304 6
1777656211 0.166667 1 0 5400 2082 1606 274 202 1070 138 138 137 1135 6 137 17 319 313 6
1777656211 0.166667 1 0 5550 2171 1679 278 214 1200 782 782 781 1131 9 781 34 327 321 6
1777656211 0.166667 1 0 5700 2281 1777 290 214 1201 632 632 631 1115 112 631 165 333 326 7
1777656211 0.166667 1 0 5850 2345 1841 290 214 1202 482 482 481 1148 149 481 176 340 333 7
1777656211 0.166667 1 0 6000 2380 1876 290 214 1196 332 332 331 1169 169 331 214 346 339 7
1777656211 0.166667 1 0 6150 2405 1901 290 214 1196 182 182 181 1228 178 181 194 353 346 7
1777656211 0.166667 1 0 6300 2443 1939 290 214 1222 232 232 231 1286 1 231 25 360 353 7
1777656211 0.166667 1 0 6450 2549 2045 290 214 1225 82 82 81 1273 50 81 128 367 358 9
1777656211 0.166667 1 0 6600 2613 2093 294 226 1239 11 11 10 1300 10 10 27 375 365 10
1777656211 0.183333 1 0 6750 2685 2165 294 226 1283 44 44 43 1298 47 43 129 383 373 10
1777656211 0.183333 1 0 6900 2721 2201 294 226 1352 335 335 334 1350 6 334 47 392 382 10
1777656211 0.183333 1 0 7050 2749 2225 298 226 1354 185 185 184 1402 26 184 48 399 389 10
1777656211 0.183333 1 0 7200 2787 2263 298 226 1362 35 35 34 1454 46 34 92 405 395 10
1777656211 0.183333 1 0 7350 2849 2309 302 238 1443 372 372 371 1480 21 371 73 414 404 10
1777656211 0.183333 1 0 7500 2904 2364 302 238 1454 222 222 221 1493 58 221 75 420 410 10
1777656211 0.183333 1 0 7650 2976 2416 310 250 1461 72 72 71 1501 112 71 130 428 418 10
1777656211 0.183333 1 0 7800 3020 2444 314 262 1488 45 45 44 1556 21 44 48 434 424 10
1777656211 0.183333 1 0 7950 3069 2493 314 262 1521 10 10 9 1582 35 9 44 442 432 10
1777656211 0.200000 1 0 8100 3105 2525 318 262 1675 726 726 725 1625 2 725 13 453 443 10
1777656211 0.200000 1 0 8250 3157 2577 318 262 1690 576 576 575 1658 50 575 86 460 450 10
1777656211 0.200000 1 0 8400 3196 2616 318 262 1698 426 426 425 1699 100 425 108 466 456 10
1777656211 0.200000 1 0 8550 3237 2657 318 262 1705 276 276 275 1736 127 275 173 472 462 10
1777656211 0.200000 1 0 8700 3316 2736 318 262 1717 126 126 125 1734 182 125 216 479 469 10
1777656211 0.200000 1 0 8850 3345 2765 318 262 1758 176 176 175 1776 13 175 25 485 475 10
1777656211 0.200000 1 0 9000 3391 2807 322 262 1762 26 26 25 1818 59 25 72 493 483 10
1777656211 0.200000 1 0 9150 3462 2862 326 274 1806 79 79 78 1834 54 78 124 500 490 10
1777656211 0.200000 1 0 9300 3497 2897 326 274 1828 30 30 29 1882 0 29 0 510 499 11
1777656211 0.200000 1 0 9450 3564 2948 342 274 1916 514 514 513 1905 36 513 52 516 504 12
1777656211 0.200000 1 0 9600 3607 2987 346 274 1923 364 364 363 1940 74 363 97 522 510 12
1777656211 0.200000 1 0 9750 3669 3049 346 274 1936 214 214 213 1955 119 213 180 528 516 12
1777656211 0.200000 1 0 9900 3706 3086 346 274 1942 64 64 63 1996 138 63 154 535 523 12
1777656211 0.200000 1 0 10050 3760 3136 350 274 1985 62 62 61 2016 37 61 55 544 532 12
1777656211 0.200000 1 0 10200 3808 3184 350 274 2081 412 412 411 2039 27 411 43 552 540 12
1777656211 0.200000 1 0 10350 3871 3247 350 274 2082 262 262 261 2061 81 261 90 559 546 13
1777656211 0.200000 1 0 10500 3891 3267 350 274 2084 112 112 111 2129 98 111 112 565 552 13
1777656211 0.200000 1 0 10650 3938 3298 354 286 2105 78 78 77 2169 7 77 48 570 557 13
1777656211 0.216667 1 0 10800 4007 3363 355 289 2187 489 489 488 2171 20 488 33 580 566 14
1777656211 0.216667 1 0 10950 4096 3440 358 298 2189 339 339 338 2175 95 338 130 586 572 14
1777656211 0.216667 1 0 11100 4134 3474 362 298 2191 189 189 188 2230 106 188 127 593 579 14
1777656211 0.216667 1 0 11250 4197 3529 370 298 2199 39 39 38 2221 159 38 187 599 585 14
1777656211 0.216667 1 0 11400 4242 3574 370 298 2234 63 63 62 2258 25 62 68 606 592 14
1777656211 0.216667 1 0 11550 4287 3619 370 298 2278 145 145 144 2286 32 144 54 614 600 14
1777656211 0.216667 1 0 11700 4328 3660 370 298 2300 63 63 62 2328 0 62 13 621 607 14
1777656211 0.216667 1 0 11850 4373 3705 370 298 2447 653 653 652 2383 2 652 45 630 616 14
1777656211 0.216667 1 0 12000 4411 3743 370 298 2456 503 503 502 2432 46 502 66 636 622 14
1777656211 0.216667 1 0 12150 4464 3796 370 298 2472 353 353 352 2465 83 352 100 643 629 14
1777656211 0.216667 1 0 12300 4514 3846 370 298 2479 203 203 202 2487 127 202 133 649 635 14
1777656211 0.216667 1 0 12450 4535 3867 370 298 2485 53 53 52 2547 142 52 149 657 643 14
1777656211 0.216667 1 0 12600 4593 3925 370 298 2526 52 52 51 2586 57 51 98 664 650 14
1777656211 0.216667 1 0 12750 4661 3993 370 298 2588 134 134 133 2590 45 133 76 671 657 14
1777656211 0.233333 1 0 12900 4690 4022 370 298 2599 66 66 65 2638 4 65 13 678 664 14
1777656211 0.233333 1 0 13050 4731 4063 370 298 2627 109 109 108 2676 16 108 24 686 672 14
1777656211 0.233333 1 0 13200 4775 4107 370 298 2663 88 88 87 2719 0 87 0 696 682 14
1777656211 0.233333 1 0 13350 4808 4140 370 298 2690 25 25 24 2772 0 24 10 705 691 14
1777656211 0.233333 1 0 13500 4848 4180 370 298 2809 577 577 576 2798 17 576 67 713 699 14
1777656211 0.233333 1 0 13650 4920 4248 374 298 2823 427 427 426 2808 76 426 134 720 706 14
1777656211 0.233333 1 0 13800 4981 4309 374 298 2836 277 277 276 2830 126 276 133 728 714 14
1777656211 0.233333 1 0 13950 5040 4352 378 310 2844 127 127 126 2856 171 126 177 734 720 14
1777656211 0.233333 1 0 14100 5057 4369 378 310 2890 157 157 156 2915 17 156 27 741 727 14
1777656211 0.233333 1 0 14250 5127 4439 378 310 2919 7 7 6 2941 110 6 144 748 734 14
1777656211 0.250000 1 0 14400 5181 4489 382 310 3024 464 464 463 2965 47 463 56 756 741 15
1777656211 0.250000 1 0 14550 5221 4525 386 310 3026 314 314 313 3006 74 313 104 763 748 15
1777656211 0.250000 1 0 14700 5275 4579 386 310 3031 164 164 163 3027 117 163 155 769 754 15
1777656211 0.250000 1 0 14850 5302 4606 386 310 3035 14 14 13 3077 160 13 165 776 761 15
1777656211 0.250000 1 0 15000 5346 4650 386 310 3075 31 31 30 3105 44 30 90 783 768 15
1777656211 0.250000 1 0 15150 5371 4675 386 310 3180 793 793 792 3156 25 792 32 791 776 15
1777656211 0.250000 1 0 15300 5424 4728 386 310 3177 643 643 642 3174 59 642 92 797 782 15
1777656211 0.250000 1 0 15450 5483 4787 386 310 3177 493 493 492 3202 88 492 110 804 789 15
1777656211 0.250000 1 0 15600 5527 4831 386 310 3179 343 343 342 3241 121 342 152 810 795 15
1777656211 0.250000 1 0 15750 5571 4875 386 310 3181 193 193 192 3270 147 192 169 817 802 15
1777656211 0.250000 1 0 15900 5612 4912 390 310 3184 43 43 42 3306 170 42 236 822 807 15
1777656211 0.250000 1 0 16050 5668 4968 390 310 3244 76 76 75 3322 30 75 39 831 816 15
1777656211 0.250000 1 0 16200 5717 5017 390 310 3374 593 593 592 3392 24 592 70 837 822 15
1777656211 0.250000 1 0 16350 5761 5057 394 310 3369 443 443 442 3409 70 442 87 843 828 15
1777656211 0.250000 1 0 16500 5831 5127 394 310 3374 293 293 292 3412 118 292 145 850 835 15
1777656211 0.250000 1 0 16650 5872 5168 394 310 3376 143 143 142 3444 157 142 166 857 842 15
1777656211 0.250000 1 0 16800 5931 5227 394 310 3435 175 175 174 3459 7 174 13 865 850 15
1777656211 0.250000 1 0 16950 5967 5263 394 310 3433 25 25 24 3505 35 24 50 870 855 15
1777656211 0.250000 1 0 17100 6024 5320 394 310 3511 194 194 193 3549 37 193 64 878 863 15
1777656211 0.266667 1 0 17250 6076 5368 398 310 3520 44 44 43 3578 62 43 92 885 870 15
1777656211 0.266667 1 0 17400 6105 5393 402 310 3559 67 67 66 3633 0 66 0 892 877 15
1777656211 0.266667 1 0 17550 6133 5421 402 310 3707 867 867 866 3674 1 866 5 901 886 15
1777656211 0.266667 1 0 17700 6164 5452 402 310 3713 717 717 716 3726 8 716 10 908 893 15
1777656211 0.266667 1 0 17850 6214 5498 406 310 3717 567 567 566 3741 40 566 103 913 898 15
1777656211 0.283333 1 0 18000 6282 5550 410 322 3726 417 417 416 3755 82 416 116 920 905 15
1777656211 0.283333 1 0 18150 6338 5606 410 322 3741 267 267 266 3786 127 266 146 928 913 15
1777656211 0.283333 1 0 18300 6383 5643 418 322 3747 117 117 116 3847 173 116 184 934 919 15
1777656211 0.283333 1 0 18450 6420 5680 418 322 3795 167 167 166 3884 13 166 52 940 925 15
1777656211 0.283333 1 0 18600 6457 5717 418 322 3796 66 66 65 3940 14 65 44 948 933 15
1777656211 0.283333 1 0 18750 6509 5769 418 322 3939 512 512 511 3967 27 511 56 956 941 15
1777656211 0.283333 1 0 18900 6548 5808 418 322 3939 362 362 361 4018 58 361 76 963 948 15
1777656211 0.283333 1 0 19050 6633 5893 418 322 3952 212 212 211 4012 125 211 195 969 953 16
1777656211 0.283333 1 0 19200 6662 5922 418 322 3955 62 62 61 4062 147 61 155 976 960 16
1777656211 0.283333 1 0 19350 6726 5970 422 334 4000 70 70 69 4109 26 69 35 984 968 16
1777656211 0.283333 1 0 19500 6772 6016 422 334 4058 216 216 215 4158 14 215 58 990 974 16
1777656211 0.283333 1 0 19650 6804 6048 422 334 4066 66 66 65 4216 39 65 53 997 981 16
1777656211 0.283333 1 0 19800 6840 6084 422 334 4140 305 305 304 4245 28 304 85 1005 989 16
1777656211 0.283333 1 0 19950 6901 6145 422 334 4152 155 155 154 4260 71 154 104 1012 996 16
1777656211 0.283333 1 0 20100 6942 6186 422 334 4165 5 5 4 4314 97 4 115 1019 1003 16
1777656211 0.283333 1 0 20250 7004 6248 422 334 4223 198 198 197 4329 7 197 58 1028 1012 16
1777656211 0.283333 1 0 20400 7047 6283 430 334 4228 48 48 47 4368 44 47 73 1035 1019 16
1777656211 0.283333 1 0 20550 7075 6311 430 334 4264 11 11 10 4431 22 10 61 1043 1027 16
1777656211 0.283333 1 0 20700 7100 6336 430 334 4287 8 8 7 4479 18 7 33 1051 1035 16
1777656211 0.300000 1 0 20850 7163 6383 434 346 4430 787 787 786 4506 10 786 45 1063 1047 16
1777656211 0.316667 1 0 21000 7241 6461 434 346 4446 637 637 636 4497 79 636 110 1070 1053 17
1777656211 0.316667 1 0 21150 7297 6517 434 346 4458 487 487 486 4521 114 486 169 1076 1059 17
1777656211 0.316667 1 0 21300 7349 6569 434 346 4468 337 337 336 4547 144 336 202 1082 1065 17
1777656211 0.316667 1 0 21450 7388 6604 438 346 4473 187 187 186 4578 178 186 217 1089 1072 17
1777656211 0.316667 1 0 21600 7426 6642 438 346 4527 237 237 236 4624 20 236 29 1097 1080 17
1777656211 0.316667 1 0 21750 7476 6688 442 346 4525 87 87 86 4651 55 86 82 1103 1086 17
1777656211 0.316667 1 0 21900 7522 6726 450 346 4536 25 25 24 4671 25 24 51 1111 1094 17
1777656211 0.316667 1 0 22050 7599 6787 454 358 4719 879 879 878 4684 46 878 96 1118 1100 18
1777656211 0.316667 1 0 22200 7642 6830 454 358 4718 729 729 728 4724 91 728 113 1125 1106 19
1777656211 0.316667 1 0 22350 7701 6889 454 358 4719 579 579 578 4750 130 578 148 1133 1113 20
1777656211 0.316667 1 0 22500 7721 6909 454 358 4720 429 429 428 4825 135 428 135 1140 1120 20
1777656211 0.316667 1 0 22650 7766 6954 454 358 4723 279 279 278 4837 170 278 187 1147 1127 20
1777656211 0.316667 1 0 22800 7832 7020 454 358 4741 129 129 128 4876 176 128 200 1154 1132 22
1777656211 0.316667 1 0 22950 7866 7054 454 358 4796 168 168 167 4910 4 167 26 1162 1140 22
1777656211 0.316667 1 0 23100 7909 7097 454 358 4796 18 18 17 4943 39 17 48 1169 1147 22
1777656211 0.316667 1 0 23250 7953 7137 458 358 4833 36 36 35 4975 11 35 32 1176 1154 22
1777656211 0.333333 1 0 23400 7981 7165 458 358 4947 735 735 734 5027 12 734 14 1186 1164 22
1777656211 0.333333 1 0 23550 8034 7218 458 358 4956 585 585 584 5040 46 584 77 1192 1170 22
1777656211 0.333333 1 0 23700 8099 7283 458 358 4975 435 435 434 5074 84 434 118 1200 1177 23
1777656211 0.333333 1 0 23850 8143 7327 458 358 4979 285 285 284 5098 114 284 156 1207 1184 23
1777656211 0.333333 1 0 24000 8197 7381 458 358 4988 135 135 134 5110 144 134 159 1214 1191 23
1777656211 0.333333 1 0 24150 8230 7414 458 358 5041 146 146 145 5161 2 145 17 1222 1199 23
1777656211 0.333333 1 0 24300 8284 7464 462 358 5116 378 378 377 5187 2 377 13 1230 1207 23
1777656211 0.333333 1 0 24450 8325 7505 462 358 5121 228 228 227 5207 39 227 67 1236 1212 24
1777656211 0.333333 1 0 24600 8378 7558 462 358 5133 78 78 77 5241 85 77 146 1242 1218 24
1777656211 0.333333 1 0 24750 8410 7578 474 358 5162 20 20 19 5292 10 19 26 1251 1227 24
1777656211 0.333333 1 0 24900 8432 7600 474 358 5185 8 8 7 5353 0 7 0 1260 1236 24
1777656211 0.333333 1 0 25050 8469 7637 474 358 5242 215 215 214 5401 18 214 32 1270 1246 24
1777656211 0.333333 1 0 25200 8509 7677 474 358 5249 65 65 64 5431 62 64 84 1276 1252 24
1777656211 0.350000 1 0 25350 8547 7715 474 358 5306 104 104 103 5468 0 103 21 1285 1261 24
1777656211 0.350000 1 0 25500 8588 7756 474 358 5327 16 16 15 5497 5 15 33 1295 1270 25
1777656211 0.350000 1 0 25650 8637 7785 482 370 5350 7 7 6 5538 1 6 2 1311 1286 25
1777656211 0.366667 1 0 25800 8689 7837 482 370 5495 545 545 544 5566 17 544 75 1318 1293 25
1777656211 0.366667 1 0 25950 8760 7908 482 370 5512 395 395 394 5570 62 394 86 1326 1301 25
1777656211 0.366667 1 0 26100 8791 7939 482 370 5516 245 245 244 5608 94 244 125 1332 1307 25
1777656211 0.366667 1 0 26250 8832 7980 482 370 5526 95 95 94 5646 134 94 151 1339 1314 25
1777656211 0.366667 1 0 26400 8870 8002 486 382 5565 87 87 86 5698 20 86 24 1347 1322 25
1777656211 0.366667 1 0 26550 8914 8046 486 382 5724 674 674 673 5729 17 673 59 1355 1330 25
1777656211 0.366667 1 0 26700 8948 8080 486 382 5722 524 524 523 5769 54 523 63 1363 1338 25
1777656211 0.366667 1 0 26850 8995 8119 494 382 5721 374 374 373 5800 89 373 133 1370 1345 25
1777656211 0.366667 1 0 27000 9061 8185 494 382 5738 224 224 223 5827 134 223 169 1377 1350 27
1777656211 0.383333 1 0 27150 9131 8235 502 394 5744 74 74 73 5826 193 73 207 1385 1357 28
1777656211 0.383333 1 0 27300 9175 8279 502 394 5804 124 124 123 5868 38 123 63 1391 1363 28
1777656211 0.383333 1 0 27450 9198 8302 502 394 5816 48 48 47 5924 2 47 12 1399 1371 28
1777656211 0.383333 1 0 27600 9214 8318 502 394 5850 85 85 84 5991 11 84 21 1405 1377 28
1777656211 0.383333 1 0 27750 9242 8346 502 394 5960 535 535 534 6044 1 534 4 1418 1390 28
1777656211 0.383333 1 0 27900 9318 8406 506 406 5971 385 385 384 6058 54 384 101 1424 1396 28
1777656211 0.383333 1 0 28050 9378 8466 506 406 5983 235 235 234 6066 110 234 118 1432 1403 29
1777656211 0.383333 1 0 28200 9420 8508 506 406 5994 85 85 84 6109 148 84 170 1439 1410 29
1777656211 0.383333 1 0 28350 9491 8563 510 418 6047 101 101 100 6141 50 100 77 1446 1417 29
1777656211 0.400000 1 0 28500 9538 8610 510 418 6177 689 689 688 6179 18 688 72 1454 1425 29
1777656211 0.400000 1 0 28650 9606 8678 510 418 6210 539 539 538 6194 78 538 96 1462 1433 29
1777656211 0.400000 1 0 28800 9670 8742 510 418 6239 389 389 388 6203 122 388 142 1469 1440 29
1777656211 0.400000 1 0 28950 9698 8770 510 418 6243 239 239 238 6248 136 238 162 1475 1446 29
1777656211 0.400000 1 0 29100 9749 8821 510 418 6252 89 89 88 6274 176 88 233 1482 1453 29
1777656211 0.400000 1 0 29250 9790 8862 510 418 6302 136 136 135 6309 32 135 48 1491 1462 29
1777656211 0.400000 1 0 29400 9848 8920 510 418 6331 293 293 292 6324 6 292 30 1499 1470 29
1777656211 0.400000 1 0 29550 9880 8952 510 418 6338 143 143 142 6374 22 142 41 1505 1476 29
1777656211 0.400000 1 0 29700 9896 8964 514 418 6342 33 33 32 6433 2 32 2 1515 1486 29
1777656211 0.416667 1 0 29850 9922 8988 516 418 6559 1157 1157 1156 6494 4 1156 46 1521 1492 29
1777656211 0.416667 1 0 30000 9966 9030 518 418 6558 1007 1007 1006 6535 42 1006 51 1529 1500 29
1777656211 0.416667 1 0 30150 10000 9060 522 418 6555 857 857 856 6574 82 856 97 1536 1507 29
1777656211 0.416667 1 0 30300 10032 9092 522 418 6564 707 707 706 6626 119 706 162 1541 1512 29
1777656211 0.416667 1 0 30450 10098 9154 526 418 6576 557 557 556 6632 173 556 185 1549 1520 29
1777656211 0.416667 1 0 30600 10140 9196 526 418 6586 407 407 406 6668 190 406 196 1557 1528 29
1777656211 0.416667 1 0 30750 10188 9244 526 418 6634 478 478 477 6700 5 477 18 1565 1536 29
1777656211 0.416667 1 0 30900 10238 9290 530 418 6640 328 328 327 6733 41 327 60 1571 1541 30
1777656211 0.416667 1 0 31050 10297 9349 530 418 6639 178 178 177 6760 95 177 131 1579 1549 30
1777656211 0.416667 1 0 31200 10346 9398 530 418 6637 28 28 27 6787 146 27 172 1586 1556 30
1777656211 0.433333 1 0 31350 10410 9462 530 418 6915 1377 1377 1376 6798 40 1376 78 1595 1565 30
1777656211 0.433333 1 0 31500 10479 9531 530 418 6919 1227 1227 1226 6824 91 1226 116 1603 1573 30
1777656211 0.433333 1 0 31650 10538 9590 530 418 6929 1077 1077 1076 6843 139 1076 146 1611 1581 30
1777656211 0.433333 1 0 31800 10567 9619 530 418 6934 927 927 926 6892 151 926 168 1618 1588 30
1777656211 0.433333 1 0 31950 10606 9658 530 418 6943 777 777 776 6940 175 776 194 1626 1596 30
1777656211 0.433333 1 0 32100 10635 9687 530 418 6948 627 627 626 6984 187 626 219 1633 1603 30
1777656211 0.433333 1 0 32250 10684 9736 530 418 7018 720 720 719 7008 2 719 7 1642 1612 30
1777656211 0.433333 1 0 32400 10747 9799 530 418 7015 570 570 569 7025 41 569 63 1650 1620 30
1777656211 0.433333 1 0 32550 10776 9828 530 418 7013 420 420 419 7065 62 419 95 1656 1626 30
1777656211 0.433333 1 0 32700 10843 9895 530 418 7011 270 270 269 7080 111 269 158 1664 1633 31
1777656211 0.433333 1 0 32850 10898 9950 530 418 7009 120 120 119 7096 171 119 198 1672 1641 31
1777656211 0.433333 1 0 33000 10945 9997 530 418 7031 170 170 169 7132 31 169 57 1680 1649 31
1777656211 0.433333 1 0 33150 10989 10041 530 418 7027 20 20 19 7165 70 19 89 1688 1657 31
1777656211 0.450000 1 0 33300 11050 10102 530 418 7087 152 152 151 7182 39 151 69 1696 1664 32
1777656211 0.450000 1 0 33450 11090 10142 530 418 7096 2 2 1 7225 77 1 96 1704 1672 32
1777656211 0.466667 1 0 33600 11137 10189 530 418 7489 2002 2002 2001 7254 9 2001 52 1715 1683 32
1777656211 0.466667 1 0 33750 11171 10223 530 418 7488 1852 1852 1851 7313 40 1851 65 1723 1691 32
1777656211 0.483333 1 0 33900 11235 10287 530 418 7483 1702 1702 1701 7317 81 1701 142 1731 1699 32
1777656211 0.483333 1 0 34050 11292 10344 530 418 7489 1552 1552 1551 7359 96 1551 105 1740 1708 32
1777656211 0.483333 1 0 34200 11332 10384 530 418 7486 1402 1402 1401 7389 115 1401 152 1747 1715 32
1777656211 0.483333 1 0 34350 11386 10438 530 418 7484 1252 1252 1251 7420 151 1251 189 1756 1724 32
1777656211 0.483333 1 0 34500 11428 10480 530 418 7484 1102 1102 1101 7456 173 1101 207 1764 1732 32
1777656211 0.483333 1 0 34650 11489 10541 530 418 7516 1134 1134 1133 7466 37 1133 77 1774 1742 32
1777656211 0.483333 1 0 34800 11551 10603 530 418 7519 984 984 983 7502 77 983 106 1782 1749 33
1777656211 0.483333 1 0 34950 11608 10660 530 418 7530 834 834 833 7525 117 833 139 1790 1757 33
1777656211 0.483333 1 0 35100 11650 10702 530 418 7539 684 684 683 7561 162 683 175 1798 1765 33
1777656211 0.483333 1 0 35250 11711 10763 530 418 7604 734 734 733 7589 13 733 29 1806 1772 34
1777656211 0.483333 1 0 35400 11757 10809 530 418 7613 584 584 583 7619 44 583 84 1813 1779 34
1777656211 0.483333 1 0 35550 11789 10841 530 418 7613 434 434 433 7680 63 433 73 1822 1788 34
1777656211 0.483333 1 0 35700 11856 10908 530 418 7713 627 627 626 7685 41 626 82 1830 1796 34
1777656211 0.483333 1 0 35850 11911 10963 530 418 7710 477 477 476 7705 78 476 78 1838 1804 34
1777656211 0.483333 1 0 36000 11990 11026 534 430 7708 327 327 326 7718 134 326 141 1846 1812 34
1777656211 0.500000 1 0 36150 12051 11087 534 430 7713 177 177 176 7742 184 176 229 1851 1817 34
1777656211 0.500000 1 0 36300 12099 11135 534 430 7742 227 227 226 7786 18 226 48 1858 1824 34
1777656211 0.500000 1 0 36450 12128 11164 534 430 7741 77 77 76 7831 53 76 63 1866 1832 34
1777656211 0.500000 1 0 36600 12154 11190 534 430 7813 725 725 724 7886 0 724 0 1872 1838 34
1777656211 0.500000 1 0 36750 12202 11238 534 430 7822 575 575 574 7911 12 574 42 1880 1846 34
1777656211 0.500000 1 0 36900 12242 11278 534 430 7823 425 425 424 7954 19 424 39 1889 1855 34
1777656211 0.500000 1 0 37050 12293 11325 538 430 7827 275 275 274 7976 37 274 69 1896 1861 35
1777656211 0.500000 1 0 37200 12337 11369 538 430 7838 125 125 124 8009 56 124 70 1904 1869 35
1777656211 0.500000 1 0 37350 12399 11415 542 442 7868 69 69 68 8037 9 68 30 1912 1877 35
1777656211 0.500000 1 0 37500 12455 11471 542 442 7908 51 51 50 8067 29 50 39 1922 1887 35
1777656211 0.500000 1 0 37650 12499 11499 546 454 7937 94 94 93 8117 0 93 21 1931 1896 35
1777656211 0.533333 1 0 37800 12539 11539 546 454 8118 1009 1009 1008 8151 10 1008 44 1941 1905 36
1777656211 0.533333 1 0 37950 12616 11616 546 454 8137 859 859 858 8159 59 858 96 1949 1913 36
1777656211 0.533333 1 0 38100 12685 11685 546 454 8170 709 709 708 8176 112 708 148 1957 1921 36
1777656211 0.533333 1 0 38250 12736 11732 550 454 8193 559 559 558 8212 152 558 161 1965 1929 36
1777656211 0.533333 1 0 38400 12775 11771 550 454 8213 409 409 408 8262 184 408 190 1973 1937 36
1777656211 0.533333 1 0 38550 12824 11804 554 466 8280 459 459 458 8309 4 458 19 1981 1945 36
1777656211 0.533333 1 0 38700 12877 11857 554 466 8282 309 309 308 8347 28 308 49 1989 1953 36
1777656211 0.533333 1 0 38850 12950 11930 554 466 8297 198 198 197 8365 56 197 94 1998 1961 37
1777656211 0.533333 1 0 39000 12986 11966 554 466 8296 48 48 47 8404 118 47 122 2006 1969 37
1777656211 0.533333 1 0 39150 13021 12001 554 466 8389 307 307 306 8447 29 306 40 2015 1978 37
1777656211 0.533333 1 0 39300 13070 12050 554 466 8397 157 157 156 8468 79 156 97 2023 1986 37
1777656211 0.533333 1 0 39450 13094 12074 554 466 8402 7 7 6 8534 106 6 122 2031 1994 37
1777656211 0.533333 1 0 39600 13138 12118 554 466 8442 5 5 4 8588 9 4 21 2041 2004 37
1777656211 0.566667 1 0 39750 13182 12146 558 478 8735 1636 1636 1635 8643 30 1635 31 2050 2013 37
1777656211 0.566667 1 0 39900 13218 12182 558 478 8743 1486 1486 1485 8697 56 1485 75 2058 2021 37
