# wall_epoch time rank loops bip2 bip3 fires ones nofires graph_nodes nhot fra_hot pending_actions graph_edges local_pending incoming_pending outgoing_pending global_physical_msgs nTickSend nFullSend
1777656211 0.266667 2 0 18600 6819 5659 494 666 3874 238 238 237 3931 65 237 103 1080 1070 10
1777656211 0.266667 2 0 18750 6893 5733 494 666 3895 88 88 87 3952 129 87 170 1088 1078 10
1777656211 0.283333 2 0 18900 6962 5782 502 678 3935 91 91 90 3966 12 90 49 1097 1087 10
1777656211 0.283333 2 0 19050 6991 5807 506 678 4029 557 557 556 4021 5 556 38 1106 1096 10
1777656211 0.283333 2 0 19200 7060 5876 506 678 4032 407 407 406 4052 73 406 118 1115 1105 10
1777656211 0.283333 2 0 19350 7099 5915 506 678 4035 257 257 256 4097 88 256 101 1125 1115 10
1777656211 0.283333 2 0 19500 7147 5947 510 690 4039 107 107 106 4137 119 106 119 1133 1123 10
1777656211 0.283333 2 0 19650 7175 5959 514 702 4064 84 84 83 4209 2 83 11 1141 1131 10
1777656211 0.283333 2 0 19800 7214 5998 514 702 4111 196 196 195 4247 18 195 54 1150 1140 10
1777656211 0.283333 2 0 19950 7239 6023 514 702 4111 46 46 45 4296 27 45 35 1157 1147 10
1777656211 0.283333 2 0 20100 7264 6048 514 702 4143 10 10 9 4356 0 9 13 1167 1157 10
1777656211 0.300000 2 0 20250 7303 6083 518 702 4269 652 652 651 4400 13 651 29 1179 1169 10
1777656211 0.300000 2 0 20400 7380 6144 522 714 4279 502 502 501 4396 72 501 116 1187 1177 10
1777656211 0.300000 2 0 20550 7465 6197 530 738 4285 352 352 351 4399 108 351 148 1196 1186 10
1777656211 0.300000 2 0 20700 7522 6254 530 738 4297 202 202 201 4425 149 201 157 1205 1195 10
1777656211 0.300000 2 0 20850 7578 6310 530 738 4371 252 252 251 4456 8 251 25 1213 1203 10
1777656211 0.300000 2 0 21000 7610 6342 530 738 4368 102 102 101 4500 59 101 77 1219 1209 10
1777656211 0.300000 2 0 21150 7643 6371 534 738 4375 24 24 23 4553 10 23 31 1230 1220 10
1777656211 0.316667 2 0 21300 7693 6421 534 738 4500 395 395 394 4595 53 394 90 1238 1228 10
1777656211 0.316667 2 0 21450 7763 6491 534 738 4507 245 245 244 4598 118 244 178 1247 1237 10
1777656211 0.316667 2 0 21600 7814 6542 534 738 4516 95 95 94 4613 156 94 188 1256 1245 11
1777656211 0.316667 2 0 21750 7845 6573 534 738 4566 116 116 115 4662 11 115 29 1264 1253 11
1777656211 0.316667 2 0 21900 7894 6622 534 738 4630 288 288 287 4685 0 287 17 1273 1262 11
1777656211 0.316667 2 0 22050 7927 6655 534 738 4638 138 138 137 4738 37 137 42 1282 1271 11
1777656211 0.316667 2 0 22200 7963 6691 534 738 4661 55 55 54 4783 4 54 13 1292 1281 11
1777656211 0.316667 2 0 22350 8004 6732 534 738 4745 396 396 395 4829 17 395 44 1300 1289 11
1777656211 0.316667 2 0 22500 8064 6788 538 738 4758 246 246 245 4854 72 245 88 1309 1298 11
1777656211 0.316667 2 0 22650 8100 6824 538 738 4762 96 96 95 4889 99 95 116 1318 1307 11
1777656211 0.316667 2 0 22800 8121 6845 538 738 4786 53 53 52 4954 13 52 35 1325 1314 11
1777656211 0.333333 2 0 22950 8200 6908 542 750 5281 2082 2082 2081 4969 42 2081 86 1334 1323 11
1777656211 0.350000 2 0 23100 8248 6956 542 750 5274 1932 1932 1931 4981 78 1931 97 1342 1331 11
1777656211 0.350000 2 0 23250 8294 7002 542 750 5273 1782 1782 1781 5017 128 1781 142 1351 1340 11
1777656211 0.350000 2 0 23400 8322 7030 542 750 5272 1632 1632 1631 5072 153 1631 163 1359 1348 11
1777656211 0.350000 2 0 23550 8376 7084 542 750 5311 1682 1682 1681 5101 5 1681 33 1367 1356 11
1777656211 0.350000 2 0 23700 8438 7146 542 750 5311 1532 1532 1531 5125 60 1531 72 1376 1365 11
1777656211 0.350000 2 0 23850 8465 7169 546 750 5309 1382 1382 1381 5177 83 1381 93 1384 1373 11
1777656211 0.350000 2 0 24000 8522 7226 546 750 5328 1315 1315 1314 5192 35 1314 40 1395 1384 11
1777656211 0.350000 2 0 24150 8552 7256 546 750 5327 1165 1165 1164 5246 56 1164 63 1403 1392 11
1777656211 0.350000 2 0 24300 8589 7293 546 750 5328 1015 1015 1014 5301 81 1014 91 1411 1400 11
1777656211 0.350000 2 0 24450 8639 7339 550 750 5323 865 865 864 5314 124 864 128 1420 1409 11
1777656211 0.350000 2 0 24600 8675 7375 550 750 5322 715 715 714 5352 161 714 186 1428 1417 11
1777656211 0.350000 2 0 24750 8715 7411 554 750 5372 765 765 764 5395 1 764 23 1436 1425 11
1777656211 0.366667 2 0 24900 8764 7460 554 750 5378 627 627 626 5438 4 626 34 1446 1434 12
1777656211 0.366667 2 0 25050 8831 7523 558 750 5377 477 477 476 5452 31 476 58 1455 1443 12
1777656211 0.366667 2 0 25200 8916 7576 566 774 5369 327 327 326 5450 68 326 94 1463 1451 12
1777656211 0.366667 2 0 25350 8968 7628 566 774 5367 177 177 176 5475 101 176 139 1471 1459 12
1777656211 0.366667 2 0 25500 9029 7689 566 774 5370 27 27 26 5496 159 26 188 1480 1468 12
1777656211 0.366667 2 0 25650 9072 7728 570 774 5387 40 40 39 5533 14 39 23 1491 1479 12
1777656211 0.383333 2 0 25800 9135 7791 570 774 5562 1143 1143 1142 5565 10 1142 55 1500 1488 12
1777656211 0.383333 2 0 25950 9206 7862 570 774 5563 993 993 992 5582 34 992 76 1509 1496 13
1777656211 0.383333 2 0 26100 9270 7926 570 774 5562 843 843 842 5597 48 842 81 1517 1504 13
1777656211 0.383333 2 0 26250 9327 7983 570 774 5563 693 693 692 5632 61 692 95 1526 1513 13
1777656211 0.383333 2 0 26400 9377 8033 570 774 5563 543 543 542 5656 73 542 102 1534 1521 13
1777656211 0.383333 2 0 26550 9425 8081 570 774 5566 393 393 392 5685 107 392 127 1543 1530 13
1777656211 0.383333 2 0 26700 9497 8149 574 774 5597 243 243 242 5681 151 242 192 1551 1538 13
1777656211 0.383333 2 0 26850 9509 8161 574 774 5632 244 244 243 5752 9 243 13 1560 1547 13
1777656211 0.383333 2 0 27000 9568 8218 576 774 5639 94 94 93 5773 45 93 105 1568 1555 13
1777656211 0.383333 2 0 27150 9607 8255 578 774 5757 366 366 365 5801 19 365 53 1576 1563 13
1777656211 0.383333 2 0 27300 9669 8317 578 774 5781 216 216 215 5827 53 215 72 1585 1570 15
1777656211 0.383333 2 0 27450 9722 8370 578 774 5792 66 66 65 5850 99 65 122 1593 1578 15
1777656211 0.383333 2 0 27600 9751 8399 578 774 5825 30 30 29 5899 27 29 32 1604 1589 15
1777656211 0.400000 2 0 27750 9782 8430 578 774 5880 234 234 233 5950 8 233 15 1612 1597 15
1777656211 0.400000 2 0 27900 9811 8459 578 774 5882 84 84 83 6009 23 83 31 1621 1606 15
1777656211 0.400000 2 0 28050 9854 8502 578 774 6067 1070 1070 1069 6040 12 1069 29 1631 1616 15
1777656211 0.400000 2 0 28200 9905 8553 578 774 6065 920 920 919 6066 31 919 76 1638 1623 15
1777656211 0.400000 2 0 28350 9946 8594 578 774 6064 770 770 769 6105 62 769 91 1647 1632 15
1777656211 0.400000 2 0 28500 10023 8655 582 786 6069 620 620 619 6112 100 619 142 1656 1641 15
1777656211 0.416667 2 0 28650 10069 8701 582 786 6078 470 470 469 6135 138 469 141 1665 1650 15
1777656211 0.416667 2 0 28800 10119 8735 586 798 6084 320 320 319 6178 158 319 198 1672 1657 15
1777656211 0.416667 2 0 28950 10183 8783 590 810 6087 170 170 169 6215 198 169 227 1680 1665 15
1777656211 0.416667 2 0 29100 10211 8811 590 810 6151 229 229 228 6281 7 228 12 1691 1676 15
1777656211 0.416667 2 0 29250 10254 8854 590 810 6146 79 79 78 6308 58 78 82 1699 1684 15
1777656211 0.416667 2 0 29400 10303 8899 594 810 6236 368 368 367 6343 26 367 58 1709 1694 15
1777656211 0.416667 2 0 29550 10366 8962 594 810 6249 218 218 217 6351 100 217 113 1718 1703 15
1777656211 0.416667 2 0 29700 10399 8995 594 810 6255 68 68 67 6407 131 67 138 1728 1713 15
1777656211 0.416667 2 0 29850 10435 9031 594 810 6278 59 59 58 6447 30 58 45 1737 1722 15
1777656211 0.433333 2 0 30000 10468 9060 598 810 6433 735 735 734 6487 4 734 7 1746 1731 15
